ticker,name,sector
9310.T,Japan Transcity Corporation,Warehousing and Harbor Transportation Service
9319.T,"Chuo Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service
9324.T,Yasuda Logistics Corporation,Warehousing and Harbor Transportation Service
9332.T,"NISSO HOLDINGS Co.,Ltd.",Services
9336.T,"Daiei Kankyo Co.,Ltd.",Services
9341.T,"GENOVA,Inc.",Services
9347.T,"NIPPON KANZAI Holdings Co.,Ltd.",Services
9364.T,"Kamigumi Co.,Ltd.",Warehousing and Harbor Transportation Service
9381.T,AIT CORPORATION,Warehousing and Harbor Transportation Service
9401.T,"TBS HOLDINGS,INC.",Information & Communication
9404.T,"Nippon Television Holdings,Inc.",Information & Communication
9405.T,ASAHI BROADCASTING GROUP HOLDINGS CORPORATION,Information & Communication
9409.T,TV Asahi Holdings Corporation,Information & Communication
9412.T,SKY Perfect JSAT Holdings Inc.,Information & Communication
9413.T,TV TOKYO Holdings Corporation,Information & Communication
9416.T,VISION INC.,Information & Communication
9418.T,"U-NEXT HOLDINGS Co.,Ltd.",Information & Communication
9424.T,Japan Communications Inc.,Information & Communication
9432.T,"NTT,Inc.",Information & Communication
9433.T,KDDI CORPORATION,Information & Communication
9434.T,SoftBank Corp.,Information & Communication
94345.T,Series 1 Bond-Type Class Shares of SoftBank Corp.,Information & Communication
94346.T,Series 2 Bond-Type Class Shares of SoftBank Corp,Information & Communication
9435.T,"HIKARI TSUSHIN,INC.",Information & Communication
9438.T,MTI Ltd.,Information & Communication
9449.T,"GMO internet group,Inc.",Information & Communication
9468.T,KADOKAWA CORPORATION,Information & Communication
9470.T,"GAKKEN HOLDINGS CO.,LTD.",Information & Communication
9474.T,"ZENRIN CO.,LTD.",Information & Communication
9501.T,"Tokyo Electric Power Company Holdings,Incorporated",Electric Power and Gas
9502.T,"Chubu Electric Power Company,Incorporated",Electric Power and Gas
9503.T,"The Kansai Electric Power Company,Incorporated",Electric Power and Gas
9504.T,"The Chugoku Electric Power Company,Incorporated",Electric Power and Gas
9505.T,Hokuriku Electric Power Company,Electric Power and Gas
9506.T,"Tohoku Electric Power Company,Incorporated",Electric Power and Gas
9507.T,"Shikoku Electric Power Company,Incorporated",Electric Power and Gas
9508.T,"Kyushu Electric Power Company,Incorporated",Electric Power and Gas
9509.T,"Hokkaido Electric Power Company,Incorporated",Electric Power and Gas
9511.T,"The Okinawa Electric Power Company,Incorporated",Electric Power and Gas
9513.T,"Electric Power Development Co.,Ltd.",Electric Power and Gas
9517.T,"eREX Co.,Ltd.",Electric Power and Gas
9519.T,"RENOVA,Inc.",Electric Power and Gas
9531.T,"TOKYO GAS CO.,LTD.",Electric Power and Gas
9532.T,"OSAKA GAS CO.,LTD.",Electric Power and Gas
9533.T,"TOHO GAS CO.,LTD.",Electric Power and Gas
9534.T,"HOKKAIDO GAS CO.,LTD.",Electric Power and Gas
9535.T,"HIROSHIMA GAS CO.,LTD.",Electric Power and Gas
9536.T,"SAIBU GAS HOLDINGS CO.,LTD.",Electric Power and Gas
9543.T,"SHIZUOKA GAS CO.,LTD.",Electric Power and Gas
9551.T,"METAWATER Co.,Ltd.",Electric Power and Gas
9552.T,M&A Research Institute Holdings Inc.,Services
9600.T,I-NET CORP.,Information & Communication
9601.T,"Shochiku Co.,Ltd.",Information & Communication
9602.T,"TOHO CO.,LTD",Information & Communication
9603.T,"H.I.S.Co.,Ltd.",Services
9605.T,"TOEI COMPANY,LTD.",Information & Communication
9612.T,"LUCKLAND CO.,LTD.",Services
9616.T,"KYORITSU MAINTENANCE CO.,LTD.",Services
9619.T,"ICHINEN HOLDINGS CO.,LTD.",Services
9621.T,"CTI Engineering Co.,Ltd.",Services
9622.T,"SPACE CO.,LTD.",Services
9627.T,AIN HOLDINGS INC.,Retail Trade
9628.T,"SAN HOLDINGS,INC.",Services
9629.T,PCA CORPORATION,Information & Communication
9644.T,"TANABE CONSULTING GROUP CO.,LTD.",Services
9658.T,BUSINESS BRAIN SHOWA・OTA INC.,Information & Communication
9663.T,"NAGAWA CO.,Ltd",Services
9672.T,"TOKYOTOKEIBA CO.,LTD.",Services
9678.T,"KANAMOTO CO.,LTD.",Services
9682.T,DTS CORPORATION,Information & Communication
9684.T,"SQUARE ENIX HOLDINGS CO.,LTD.",Information & Communication
9692.T,COMPUTER ENGINEERING & CONSULTING LTD.,Information & Communication
9697.T,"CAPCOM CO.,LTD.",Information & Communication
9699.T,"NISHIO HOLDINGS CO.,LTD.",Services
9702.T,ISB CORPORATION,Information & Communication
9706.T,"Japan Airport Terminal Co.,ltd.",Real Estate
9715.T,transcosmos inc.,Services
9716.T,"NOMURA Co.,Ltd.",Services
9719.T,SCSK Corporation,Information & Communication
9722.T,FUJITA KANKO INC.,Services
9729.T,TOKAI Corp.,Services
9735.T,"SECOM CO.,LTD.",Services
9739.T,NSW Inc.,Information & Communication
9740.T,"CENTRAL SECURITY PATROLS CO.,LTD.",Services
9742.T,INES Corporation,Information & Communication
9743.T,"TANSEISHA CO.,LTD.",Services
9744.T,MEITEC Group Holdings Inc.,Services
9746.T,TKC Corporation,Information & Communication
9755.T,OYO Corporation,Services
9757.T,Funai Soken Holdings Incorporated,Services
9759.T,"NSD CO.,LTD.",Information & Communication
9765.T,"OHBA CO.,LTD.",Services
9766.T,KONAMI GROUP CORPORATION,Information & Communication
9769.T,"GAKKYUSHA CO.,LTD.",Services
9788.T,"NAC CO.,LTD.",Services
9790.T,"Fukui Computer Holdings,Inc.",Information & Communication
9793.T,"Daiseki Co.,Ltd.",Services
9795.T,"STEP CO.,LTD.",Services
9824.T,"SENSHU ELECTRIC CO.,LTD.",Wholesale Trade
9830.T,TRUSCO NAKAYAMA CORPORATION,Wholesale Trade
9831.T,"YAMADA HOLDINGS CO.,LTD.",Retail Trade
9832.T,"AUTOBACS SEVEN CO.,LTD.",Wholesale Trade
9837.T,"MORITO CO.,LTD.",Wholesale Trade
9842.T,ARCLANDS CORPORATION,Retail Trade
9843.T,"Nitori Holdings Co.,Ltd.",Retail Trade
9850.T,"GOURMET KINEYA CO.,LTD.",Retail Trade
9861.T,"YOSHINOYA HOLDINGS CO.,LTD.",Retail Trade
9869.T,"KATO SANGYO CO.,LTD.",Wholesale Trade
9880.T,INNOTECH CORPORATION,Electric Appliances
9882.T,YELLOW HAT LTD.,Wholesale Trade
9887.T,"MATSUYA FOODS HOLDINGS CO.,LTD.",Retail Trade
9889.T,JBCC Holdings Inc.,Information & Communication
9900.T,Sagami Holdings Corporation,Retail Trade
9902.T,NICHIDEN Corporation,Wholesale Trade
9928.T,"MIROKU JYOHO SERVICE CO.,LTD.",Information & Communication
9932.T,"SUGIMOTO & CO.,LTD.",Wholesale Trade
9934.T,"INABA DENKISANGYO CO.,LTD.",Wholesale Trade
9936.T,OHSHO FOOD SERVICE CORP.,Retail Trade
9946.T,"MINISTOP CO.,LTD.",Retail Trade
9948.T,"ARCS COMPANY,LIMITED",Retail Trade
9956.T,"VALOR HOLDINGS CO.,LTD.",Retail Trade
9960.T,TOTECH CORPORATION,Wholesale Trade
9962.T,MISUMI Group Inc.,Wholesale Trade
9974.T,"Belc CO.,LTD.",Retail Trade
9983.T,"FAST RETAILING CO.,LTD.",Retail Trade
9984.T,SoftBank Group Corp.,Information & Communication
9987.T,"SUZUKEN CO.,LTD.",Wholesale Trade
9989.T,"SUNDRUG CO.,LTD.",Retail Trade
9990.T,SAC'S BAR HOLDINGS INC.,Retail Trade
9991.T,GECOSS CORPORATION,Wholesale Trade
9997.T,"BELLUNA CO.,LTD.",Retail Trade
